,用户名,弹幕,会员等级,发布时间,弹幕点赞数,弹幕id
0,,鹿晗哈哈哈哈哈,0,85,3,6755850606582365063
0,,哈哈哈锅底都木有,0,85,1,6755999986833935051
0,, 好帅,0,89,2,6756014123709380411
0,, 是重庆火锅！！！,0,88,3,6756102151153848755
0,, 欣欣子来了[顺利],0,88,5,6756154390077754242
0,石先森, 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,88,4,6756170852565720138
0,,王晨艺哈哈哈哈哈,0,88,1,6756180794927509507
0,, 周震南,0,88,0,6756199195772131293
0,,周震南还不走,0,85,3,6756217046528362332
0,小六六,鹿晗次火锅,0,89,0,6756493494060249478
0,卖身葬ji寞, hanhan,0,89,0,6756860453244575472
0,,。,0,86,0,6759086364228562075
0,, 哈哈哈哈张颜齐,0,86,0,6759453090429550086
0,,哈哈党 : 激动,1,65,8,6755693133448101101
0,,时长感人,0,65,7,6755693627809397517
0,,哈哈哈，来啦来啦！,4,67,12,6755695516375820460
0,,哈哈党 : 鹿晗,1,69,21,6755694830832251130
0,蛋。,哈哈党 : 张颜齐 哈哈哈,5,68,26,6755696950957774286
0,ikakashi,我来了 拌饭节目！,0,65,7,6755697398379983630
0,ikakashi,[打工人22]齐齐好可爱！,0,67,10,6755697764572793939
0,,来看王晨艺啦,0,65,0,6755697354331419628
0,, 开始了,0,69,2,6755700136962716225
0,chenying,晨艺深夜贴膜惨兮兮,0,69,10,6755700531224093493
0,Chelsea,王晨艺跳舞好帅,4,66,16,6755700689889066763
0,躲晕晕,虞书欣我来啦,0,66,8,6755701273019316375
0,Luuuuuuuuuuu, 鹿哥,0,69,4,6755706400354269857
0,, 来了来了,0,66,3,6755716139747615685
0,我爱睡午觉,哈哈哈哈哈张颜齐,0,69,1,6755718699236392863
0,, 哈哈哈哈哈,0,65,2,6755723088995303293
0,,喜欢鹿晗,0,66,0,6755712610479572331
0,,来看欣欣子,0,67,3,6755723956310275604
0,Yu谜兔^,欣欣棒棒哒,0,69,0,6755725344017682584
0,,一晚上能贴多少,4,69,5,6755736144488932855
0,,张颜齐哈哈哈哈哈,0,68,5,6755740652140958519
0,,虞书欣我来了等了你十期了,0,68,7,6755746429937372145
0,, 差点以为今天是周四,0,67,4,6755750605030455118
0,Sissix🌖,张颜齐哈哈哈哈害羞了,0,69,0,6755757658672187345
0,,  欣欣我来啦！,0,65,0,6755762829245218379
0,,这个综艺没有具体的更新时间说明,0,67,3,6755768984948733297
0,,第一,0,66,0,6755777928262518437
0,筑梦家园, 857,0,68,0,6755789038034593452
0,,周五来看鹿晗,0,65,0,6755792018992543557
0,, 1,0,65,0,6755796572023803689
0,,来看王晨艺,0,67,2,6755798983434022333
0,阿飞,不错，碰运气碰对了。,0,66,1,6755809028867607879
0,,鹿鹿，我们来啦,0,68,5,6755820571508318855
0,繁华尽褪   万事皆如昔,哈哈哈哈哈哈哈哈哈,0,68,0,6755844373637956579
0,废材先生不废材, 晨艺，妈咪来看你啦,0,66,0,6755853762398986138
0,,蚌埠的小石榴来看虞书欣啦~,0,68,0,6755855718399111184
0,,哈哈第一第一 哈哈哈第一第一第一,0,68,0,6755864203447747430
0,風憶,湖人总冠军,0,66,0,6755910053582586661
0,,这一期有孔雪儿,0,67,0,6756037206844316633
0,故里,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,67,1,6756046498867686008
0,π,开心,3,71,2,6755690894609326919
0,,第一,3,74,0,6755691187714326477
0,张星星,哈哈第一第一 哈哈哈第一第一第一,1,71,13,6755691660064618503
0,万千萤火, ci火锅,0,74,9,6755691952588922256
0,ZJY💜, 张颜齐哈哈哈哈哈,0,74,11,6755696343454829085
0,ikakashi,张颜齐：重庆不贴膜！哈哈哈,4,70,21,6755697847603236043
0,饿得快,哈哈党 : 来早了,1,73,13,6755700310771173655
0,,晨艺宝贝我来啦,1,72,5,6755701065460682065
0,武筅笙゛, 晨艺今天还贴膜吗,0,71,6,6755701158012502923
0,,哇,0,71,0,6755703586317379779
0,,[打工人22]齐齐好可爱！,1,74,2,6755704930495305763
0,,我来了 拌饭节目！,3,72,4,6755715506133728176
0,,晨艺深夜贴膜惨兮兮,0,74,1,6755715513248632485
0,, 进度条要学会自己成长,0,73,12,6755716716018825771
0,, 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,74,3,6755713935358488940
0,,少爷！！！,0,73,4,6755709528055149699
0,,虞书欣我来啦,0,71,3,6755729550530327274
0,,来看欣欣子,0,73,4,6755729559687512246
0,沦陷芭比伦,喜欢鹿晗,0,72,6,6755733740569741055
0,, 鹿哥爱你,0,70,15,6755733676089686520
0,🇨🇳,张颜齐哈哈哈哈害羞了,0,72,0,6755734272524882068
0,,王晨艺跳舞好帅,0,72,3,6755769122967495297
0,,鹿晗来啦,0,70,1,6755779419361702061
0,,为了欣欣而来！,0,72,3,6755799463882142017
0,,来了,0,71,0,6755816017772083792
0,, 来咯来咯,0,72,2,6755817044147993537
0,杨子爵, 来了,0,74,0,6755817364090497619
0,CiCi,鹿晗,0,74,2,6755817682278788251
0,如果有如果,赫赫啊,0,72,0,6755821655361613861
0,, 鹿子,0,70,2,6756058897188063409
0,溜溜, 4k都没用,0,71,6,6756056021737131782
0,莲莲, 我爱鹿晗,0,71,3,6756047368174635423
0,, 我就是爹,0,70,1,6756416231215440016
0,,晨艺跳舞太帅了,0,73,1,6757308902439849826
0,叶二熊,哈哈党 : 晨艺憨憨呀,3,76,22,6755693292667730290
0,,哈哈党 : 终于等到你,1,79,22,6755693194609096964
0,,机灵鬼鹿晗,0,76,4,6755694675164852261
0,,虞书欣：哈哈哈,1,78,7,6755696378552718027
0,, 张颜齐哈哈哈哈哈,1,78,16,6755704946433696512
0,, 张颜齐 哈哈哈,1,75,19,6755704935595313722
0,,臭屁鹿5晗，妈妈的小宝贝,0,79,17,6755705836153616909
0,,臭屁鹿5晗,0,76,5,6755705711013338515
0,Luuuuuuuuuuu,哈哈党 : 鹿晗,1,75,7,6755706426796526679
0,,鹿鹿妈妈来看你了,6,77,24,6755705755169649700
0,,齐齐,0,79,0,6755702639637763278
0,, 鹿晗,0,79,6,6755712665693390300
0,, 鹿哥,0,78,1,6755715532121977246
0,, 开始了,0,76,0,6755715521593932741
0,, 王晨艺舞蹈好可,0,78,4,6755723633752526843
0,🇨🇳, 进度条要学会自己成长,0,77,13,6755734295441587553
0,,鹿晗哈哈哈哈哈,0,75,4,6755732093478832137
0,,虞书欣！！！,0,75,5,6755752935645786465
0,,开心 来看欣欣,0,78,0,6755752977895986521
0,静雪,陈赫,0,78,0,6755772323812844025
0,鹭鹭, 开心开心又可以看鹿晗了,0,77,5,6755778371964662977
0,, 虞书欣,0,76,2,6755785488687366005
0,,张颜齐,2,79,4,6755789016542987687
0,,我大兰州,0,77,3,6755789795228109306
0,, 来早了,0,79,1,6755790905614203759
0,, 会员才能看？,0,75,0,6755797796986059661
0,, 张颜齐,0,79,0,6755800139929160741
0,,来了来了,0,79,0,6755805929674389847
0,,不清楚啊,0,77,0,6755824562852789912
0,Ljx., 哈哈,0,78,0,6755827400795737281
0,树叶之上,！！！！,0,78,1,6755835561480058053
0,浩坤,带红帽子的是关晓彤吗？,0,75,1,6755862980760630037
0,, 鹿哥爱你,0,76,0,6755867057298014513
0,,好家伙齐齐这撒娇谁受得住,0,75,0,6755870515862640305
0,,哈哈哈,0,77,0,6755912633440258194
0,,七七可爱！！！,0,77,2,6756032075703795664
0,,不错，碰运气碰对了。,0,75,0,6756267167201819730
0,希望,来看欣欣了,0,76,0,6757601665692660253
0,京师律师,哈哈党 : 晨艺今天还贴膜吗,3,64,33,6755693402361362931
0,想暴富的田小田,恋爱flag : biubiubiu,6,62,13,6755693411233367821
0,,刚刚车上的小姑娘是虞书欣嘛,1,61,27,6755696699105636528
0,,欣欣,0,62,1,6755700423341405151
0,,来啦啦啦啦啦啦,4,63,7,6755707933721865289
0,到底是西瓜还是哈密瓜,我考完试啦啊啊啊啊啊啊啊啊啊啊啊,0,64,11,6755701627316370051
0,,欣欣子,6,62,3,6755714971691317344
0,,看个预告变成正片了,2,60,7,6755723069882879221
0,,鹿哥,0,62,0,6755712594431113466
0,官方发言人,来了他来了 他骑着大骆驼来了,0,62,9,6755724748896323041
0,Yu谜兔^,下面我要安静的看欣欣了,0,64,2,6755725299973296218
0,,划拳来真的,4,61,3,6755736045212594588
0,,送外卖那个，笑死我了,4,64,0,6755736093493590267
0,💓m捧一手星星h.,为了欣欣而来！,0,64,2,6755731288909971131
0,阿C酱呀,来看欣欣啦,0,62,3,6755744465824497900
0,,鹿晗来啦,0,60,3,6755747741202621630
0,,晨艺跳舞太帅了,0,63,7,6755751807458680614
0,,兰州啊！！！,0,61,2,6755754755999866528
0,,来看欣欣了,0,61,6,6755762812132458036
0,, 听说晨艺学坏了，我来看看,0,62,3,6755769079753581135
0,, 晨艺跳舞了,0,63,3,6755769087403690738
0,, 哈哈哈哈哈。开心,0,64,0,6755770199149394160
0,, 来啦,0,60,0,6755773993573657210
0,,啊，鹿子，来了来了,0,63,1,6755779393780987648
0,陈小林, [6周年]666,0,62,1,6755793798342838119
0,,好家伙齐齐这撒娇谁受得住,0,64,5,6755796861489187075
0,,了,0,64,0,6755798776474174502
0,,这期有虞书欣 那我来啦,0,60,3,6755799414359994615
0,,！！,0,60,1,6755812580167716545
0,, 晨艺我来了,0,63,0,6755867004655609533
0,Re.,哈哈党 : 第一条？,3,101,24,6755690326778903604
0,,鹿晗,3,103,0,6755691830831494949
0,城南,这个不准时我太爱了,4,102,4,6755692841101936710
0,,第一？ 11.41？,0,102,5,6755692856938626366
0,蓝色气球柠檬夏﹌　　　　,哈哈党 : 王晨艺上期贴膜真的好惨[笑哭23],1,100,33,6755693160581070455
0,, 这么久啊,0,103,13,6755696709558801534
0,, 感觉有诈哈哈哈,0,103,11,6755697036080908504
0,, 我是第一哎,0,103,3,6755696480503399918
0,, 就知道节目组的套路,0,103,3,6755697254499555163
0,Chelsea,王晨艺吃辣还会哭吗,0,102,2,6755700838477797969
0,,准时,0,100,0,6755703581500961749
0,,虞书欣来了 估计会很搞笑,0,101,14,6755707143422680049
0,,大头大头,0,103,1,6755708537974268320
0,,兰州人报道,4,104,18,6755708599357915273
0,,来了,0,102,1,6755701496282102030
0,,来看鹿哥啦,0,101,2,6755712761025032232
0,海, 来了来了,0,101,4,6755717064985921706
0,gk, 哈哈哈哈哈,0,101,2,6755718655864412695
0,,哈哈哈,0,101,2,6755719736915588545
0,,哈哈哈哈 张颜齐表情太丰富了！,0,102,3,6755723273607248647
0,,  张颜齐,0,103,2,6755723543532734715
0,,虞书欣和雷大头都很搞笑的，估计这期要笑不成样,6,100,25,6755709248299266736
0,丹哥,虞大头和雷大头兄妹来了笑死我,0,100,8,6755730016086465030
0,,陈赫，来了,0,100,4,6755746545204215742
0,, 简直是真的是太好看了,0,103,0,6755746661335759461
0,远琴,张颜齐 哎呀啊哈哈哈哈哈哈,0,102,4,6755760830965906567
0,东龙,老邓头😉,0,101,0,6755699174344768540
0,,超哥,0,104,1,6755767612019821063
0,,晨艺来啦,0,101,1,6755769241124222003
0,,这期希望多点晨艺，想看！,0,104,13,6755769250918941277
0,,张颜齐可太喜欢吃火锅了,0,100,0,6755771369863541077
0,deer,机灵鬼鹿晗,0,102,3,6755774179573268282
0,,干饭人鹿晗,0,102,1,6755775008876244866
0,, 火,0,100,0,6755778063109705351
0,,臭屁鹿5晗，妈妈的小宝贝,0,100,2,6755779507263096283
0,, 来了 来了,0,104,8,6755781139890370867
0,,欣欣子,0,104,5,6755790184827254707
0,,假的兰州人来报道,0,104,3,6755823235359765439
0,〆小情绪.,兰州的有吗,0,104,0,6755866280542541252
0,,兰州。兰州,0,104,2,6755887095157868525
0,,第一第一了太准时了,3,94,41,6755692451726554479
0,,陈赫，来了,3,93,8,6755693986695377522
0,咕噜呼噜,来啦,1,90,0,6755695320946427027
0,,虞书欣和雷大头都很搞笑的，估计这期要笑不成样,0,90,49,6755696417135855013
0,晶晶,王晨艺真的好有礼貌啊，喜欢有礼貌的人,0,90,20,6755696831252384937
0,东龙,超超,1,91,3,6755699033931708023
0,,哈哈哈哈 张颜齐表情太丰富了！,0,94,11,6755702705579293515
0,,竟然来我们重庆了😂😄😄😄👍👍👍💋,0,90,7,6755702984127217348
0,,张颜齐 哎呀啊哈哈哈哈哈哈,1,92,12,6755705059424059613
0,,哈哈哈哈,3,92,12,6755707945485531325
0,微风晰曦,鹿哥,1,93,1,6755717287509507344
0,,期待齐齐,1,93,17,6755719327678711396
0,, 张颜齐哈哈哈哈哈,0,91,13,6755728687690694230
0,小贾有城堡.,机灵鬼鹿晗,0,93,6,6755735323198071115
0,,兰州兰州,0,92,16,6755748087622772332
0,,王晨艺！！！,0,91,11,6755756423205368824
0,远琴,张颜齐可太喜欢吃火锅了,0,92,4,6755760789139944604
0,清心回意, 晨艺这期好像很惨啊,0,91,2,6755764973168952974
0,, 晨艺宝贝好想你,0,90,12,6755769200826324941
0,, 鹿晗,0,90,2,6755774958234218309
0,,臭屁鹿5晗,0,94,5,6755779483618802270
0,,鹿晗来了,0,91,13,6755789968025037752
0,, 套路,0,90,3,6755809947620146791
0,,哈哈党 : 晨艺宝贝好想你,0,93,12,6755812813790758786
0,嗯额,饭非常好的综艺节目，非常喜欢。,0,90,5,6755814755594083232
0,小佳探案社💭,来看小🐟,0,94,7,6755856586473240364
0,Lucky,妈呀，又看到我南宝宝了,0,94,10,6755895652224529363
0,威,王晨艺跳舞好帅,0,91,9,6755940171078890499
0,抚剑丶凤凰,十年没有怎么玩游戏了,0,94,7,6755889821349590140
0,,77我来啦,0,93,6,6756041758662443478
0,李安峻, 哈哈哈哈哈哈哈哈哈哈,0,93,3,6756064364383945143
0,,天气好冷啊，赶紧来看哈哈哈哈哈笑笑吧,0,91,2,6756102439428363174
0,,来兰州？,4,91,6,6756145999803250526
0,, 小黄黄我是大张张[鸡腿],0,94,0,6756170773171471447
0,,鹿晗,0,93,1,6756442875211477498
0,小六六,臭屁鹿5晗，妈妈的小宝贝,0,94,0,6756493515632608075
0,,鹿晗次火锅,0,92,2,6756734558924117542
0,,[打工人22]来啦，来看晨艺啦,0,92,2,6757204027227274130
0,,周震南还这么活跃,0,92,0,6757449792177547812
0,,真好 下饭菜有了,6,112,10,6755690531414801686
0,.,想多了    ,4,111,17,6755690586533468098
0,,我来了,1,110,6,6755692221400889585
0,,第一？？,0,110,3,6755692321893195595
0,蜡笔木有小新_,下饭综艺,0,112,5,6755692380197945938
0,◡̈⃝ 邵珠琳,快乐源泉,0,112,1,6755697411307840113
0,,  [鸡腿][鸡腿][鸡腿][鸡腿][鸡腿]太棒了,0,112,16,6755697679634252055
0,, 老鹿多吃点,0,110,6,6755700414596975008
0,Elsa.l,哈哈党 : 鹿哥,3,114,13,6755700691396182313
0,躲晕晕,有虞书欣吗这一期姐妹们,0,114,9,6755701555997419744
0,,我大兰州,0,110,1,6755703074535798296
0,, 张颜齐真不错,0,111,11,6755704784482218687
0,夸夸夸我,晨艺加油💪,0,112,3,6755707056499658104
0,, 哈哈哈哈哈,0,114,2,6755704097668790224
0,,鹿晗下一次再见,0,114,1,6755703752051072864
0,,屏幕前的观众朋友们，嗨起来！～,0,110,7,6755702815957915400
0,林夕,加油，王晨艺！,0,111,10,6755707849037856094
0,, 更新了好开心,0,114,3,6755702421893693006
0,,  兄弟们出发啦！！！！！！！,3,113,17,6755715115955455494
0,gk, 好快乐,0,112,3,6755718701167125424
0,,哈哈哈哈哈我来了,0,110,5,6755719713607841183
0,,我才是第一☝️,4,111,4,6755721359949021876
0,, 感觉有诈哈哈哈,0,111,2,6755715108816060359
0,,第一第一,0,110,0,6755723279971325278
0,,期待了好久 终于见到欣欣了,0,112,1,6755724524642662789
0,,冯文真冯文真冯文真,0,112,0,6755710392085969445
0,娟儿,虞书欣 我来了,0,113,8,6755710330422668677
0,,兰州人报道,0,110,3,6755726187914866883
0,🇨🇳,哈哈党 : 前面那个，还好我没放弃,0,111,3,6755734435519730042
0,, 希望你也在看,0,111,1,6755745040242776844
0,,虞书欣就是那个哇 哦双马尾那个可爱女孩吗？,0,114,4,6755746799937892291
0,, 哈哈哈哈哈哈啊哈,3,111,0,6755749158319540773
0,, 老鹿多吃点,3,114,0,6755749170176830491
0,,鹿晗,0,113,1,6755761063099644759
0,deer,来看鹿哥啦,0,114,0,6755774231969203243
0,,终于等来了兰州,0,113,0,6755814025331935573
0,,盼星星盼月亮终于等来了兰州,0,113,9,6755823381511610163
0,, 我蹲到了？,0,113,0,6755833223911558605
0,just love baby jing❤,晨艺游戏机呢,0,113,2,6755834171639666942
0,,来了,0,113,0,6755834784397164086
0,,有,2,118,0,6755690950011587615
0,,啦啦啦啦,2,115,6,6755692200652686704
0,, 啦啦啦啦啦,0,115,4,6755693347828379118
0,,哈哈党 : 来我大兰州了啊,3,118,21,6755693609333846176
0,心,哈哈党 : [6周年]来了来了,1,116,26,6755695373554579824
0,, 来了,0,118,1,6755694919182434969
0,,下饭综艺来啦,5,117,12,6755697694187126713
0,,等于到你,0,115,0,6755698733683820189
0,,都这么早？,1,119,8,6755698767912532771
0,chenying,王晨艺好帅,0,117,14,6755700790390145446
0,Chelsea,王晨艺这期是不是还很惨,0,119,15,6755700911705192092
0,,重庆人报道,0,116,4,6755703174172183737
0,,  [鸡腿][鸡腿][鸡腿][鸡腿][鸡腿]太棒了,0,115,4,6755704499969994886
0,汤汤, 哈哈哈哈哈,0,118,3,6755708048725494658
0,, 来了来了,0,117,2,6755713908470170642
0,, 哈哈,0,117,0,6755719002078083246
0,废材先生不废材, 晨艺这期赚了不少钱吧,0,115,2,6755719730113745014
0,,好想去看呐,0,117,1,6755723319921805196
0,, 我在兰州hh,0,118,2,6755711852765280766
0,花满渚,欣欣仔来啦,0,117,1,6755734424438378858
0,。。,表白邹邹,0,118,2,6755734506847092370
0,🇨🇳, 张颜齐真不错,0,115,1,6755734451788118130
0,,兰州兰州兰州,5,117,5,6755738263886508801
0,十二,齐齐我来啦,0,119,6,6755742714325048924
0,,这期希望多点晨艺，想看！,0,115,1,6755745182568130346
0,, 书欣书欣~[加油],0,119,6,6755748865023079948
0,●簡簡單單,在周五的下午聚在哈哈哈哈哈找点不一样的欢乐,0,118,4,6755750530472507104
0,, 来兰州啦,0,115,0,6755753767448284733
0,, 鹿哥,0,119,1,6755779591764736759
0,！, 张颜齐,0,118,3,6755786031934937899
0,　　　        ,找个人聊天,0,119,1,6755797529909557784
0,👑 지드래곤 &VIP,来了 每期最开心的就是追哈哈哈哈哈,0,116,1,6755828002581884867
0,,鹿鹿,0,119,0,6755828635618784828
0,,鹿鹿子妈妈来啦,0,119,0,6755844300275385155
0,一米小可爱,兰州欢迎你,0,116,1,6755855051441863183
0,,第一？ 11.41？,6,99,32,6755690413874990597
0,,这个不准时我太爱了,3,96,22,6755690827198472956
0,,等着下饭呐，更新开心,0,99,16,6755693286146951741
0,JOE丶,来了来了,1,97,11,6755695533845104065
0,,下饭下饭,0,96,12,6755696701475405664
0,,第一第一,2,98,12,6755696922230720584
0,,晨艺来啦,0,96,6,6755697569336596726
0,小懒猪,兰州人报道,0,99,26,6755697561219658988
0,东龙,超哥,1,95,4,6755699070971606712
0,躲晕晕,虞书欣来了 估计会很搞笑,0,96,10,6755701433045592091
0,,哈哈哈哈哈我来了,2,97,9,6755701008259065299
0,至安,来看鹿哥啦,0,96,6,6755701957060923482
0,林夕,这期希望多点晨艺，想看！,0,97,18,6755707685136692919
0,,兰州，我的意难平,0,99,13,6755722687454628541
0,, 王晨艺贴膜小能手,0,96,1,6755723686952765890
0,,欣欣子欣欣子,0,99,2,6755724306282639580
0,,啊啊啊居然兰州了,0,99,3,6755746371024130631
0,,干饭人鹿晗,3,97,4,6755749101029229801
0,, 晨艺憨憨呀,0,96,4,6755751949543601809
0,星羽—恋,兰州。兰州,0,97,4,6755767725256638144
0,,还有3X倍速啊,0,95,13,6755789276275263249
0,, 77，晨艺,0,98,5,6755798576497441776
0,,张颜齐俺来辽！,0,97,1,6755803249182437914
0,, 王晨艺好帅,0,97,1,6755817709230387374
0,嗯额,为邓超打可,0,97,1,6755814918685443942
0,妍妍,晨艺,0,95,2,6755822044748201818
0,浅冬, [6周年][6周年][6周年]。,0,98,2,6755822414198930710
0,,兰州我来啦 哈哈队去=我去,0,95,6,6755823161829784701
0,我得支棱起来, 哈哈哈哈哈,0,96,0,6756016307117950644
0,,该死的默契,0,95,1,6756037820939433481
0,飝,我的快乐又来喽,0,95,1,6756050733360510317
0,晨翌, 虞书欣我来了,0,95,0,6756081520885643902
0,Kin Saruair,为什么会有姓虞的啊,0,95,2,6756088713950206466
0,Re.,哈哈党 : 我蹲到了？,3,107,14,6755690352734574261
0,,哈哈党 : 前面那个，还好我没放弃,1,106,14,6755693306748370734
0,,屏幕前的观众朋友们，嗨起来！～,3,105,28,6755695334338796969
0,,来了来了,0,106,5,6755695651418814902
0,,赫赫我来了,0,106,1,6755695964011920579
0,,  兄弟们出发啦！！！！！！！,0,105,13,6755697593432873238
0,,好想去看呐,2,109,12,6755703084262389296
0,,哈哈哈哈哈我来了,0,105,5,6755702796268892874
0,,等着下饭呐，更新开心,3,108,15,6755715096771013948
0,与你无关？, 哈哈哈哈哈哈啊哈,0,106,0,6755718072701013753
0,,虞书欣游戏黑洞我来看你了,0,105,7,6755714610024871418
0,,我家欣欣子,0,106,1,6755724374041983126
0,,  虞书欣会很搞笑,0,107,9,6755709315942128936
0,,呀，兰州，我老家,0,105,9,6755733043790980369
0,,终于等来了兰州,0,108,14,6755730753826826352
0,,来我大兰州✌🏻️✌🏻️✌🏻️✌🏻️,0,108,9,6755738057045429890
0,麋鹿,大头快来,0,107,3,6755738961411864662
0,🉐,太爱哈哈哈哈哈了,0,106,1,6755746468414897994
0,, 哈哈哈哈哈,0,109,5,6755747271176031019
0,,听说王晨艺这期很惨,0,105,3,6755756582337973517
0,,鹿哥,0,105,2,6755775018132075386
0,,兰州欢迎你们,0,108,5,6755778748562472324
0,大羽,去兰州了，我老丈人家,0,105,2,6755784236579933504
0,, 兰州了吗,0,107,0,6755788201416750794
0,  葛鲁多罗杰,板凳,3,122,1,6755691278115520941
0,　,第一,6,123,0,6755691327310469825
0,北悸安凉, 又不守时,0,122,7,6755692924816043015
0,颜七思睿, 张颜齐玩的开心啊,0,122,6,6755693662303698813
0,,不守时！！！,2,124,8,6755694666630800494
0,, 来了来了,0,124,3,6755697014081784000
0,,现在只有这个综艺好看了,2,122,33,6755701116294952894
0,,真好 下饭菜有了,3,121,20,6755703043347913099
0,,虞书欣我来啦,0,121,4,6755703356851209193
0,陈宇琼,欣欣妈妈来啦,0,124,3,6755703337188304605
0,,鹿鹿子,0,121,2,6755705454060910422
0,, 下饭综艺,0,123,26,6755702458208988678
0,,来了来了,0,122,2,6755709825570061230
0,,现在是下午一点,0,123,3,6755710368917998778
0,,屏幕前的观众朋友们，嗨起来！～,3,120,8,6755715137953873694
0,,下饭综艺,0,124,10,6755715152400075867
0,废材先生不废材, 晨艺好可爱,0,124,2,6755719764686437727
0,快乐才幸福, hhhhhh,0,123,2,6755715306191597622
0,,好喜欢王晨艺,0,124,10,6755722049417103027
0,,一周的快乐源泉来了,0,122,1,6755722587261047172
0,, 王晨艺感觉成长了好多,0,124,4,6755723762110765073
0,,虞书欣真不错,0,122,0,6755724614619831493
0,,有虞书欣吗这一期姐妹们,6,123,5,6755709378725689527
0,,虞书欣 我来了,0,124,5,6755728139030604271
0,,看陈赫的,0,121,5,6755733199621964813
0,🇨🇳,下饭综艺来啦,0,120,1,6755734476841058295
0,,打卡,0,121,0,6755737750956700112
0,,虞书欣,0,123,1,6755744697001908476
0,,超哥来了,0,122,1,6755759540269153926
0,, 鹿鹿子~,0,120,4,6755766238115804426
0,欢乐马, 好快乐,1,121,1,6755773132074840424
0,hipsterism🌝,雷佳音来了,0,121,3,6755778150577713034
0,🌥, 兰州人在线观看,0,123,2,6755786021628211779
0,🌸陪你看日出^_^🌞,来了，来了，就等着更新,0,120,4,6755801059047276189
0,, 兰州人路过,0,120,2,6755804707371327817
0,,吃拉面的嘛,0,120,1,6755807292315694773
0,,重庆人报道,0,120,0,6755812984221105694
0,,哈哈哈哈哈哈,0,120,1,6755823649698626655
0,, 兰州兰州,0,123,0,6755827817951818625
0,, [6周年]来了来了,0,121,0,6755843218757323291
0,,哈哈哈哈哈11点41打卡,2,140,18,6755690531012148500
0,柚稚,虞书欣妈妈爱你😘,1,143,10,6755691896803357439
0,,张颜齐,4,141,3,6755693700749396046
0,马婧Jing,来看虞书欣啦,5,144,25,6755696005519755319
0,,雷加音,0,140,4,6755696100737842564
0,,哈哈党 : 鹿鹿,1,142,18,6755696167554100291
0,, 跟着上次路透热搜来看看,0,140,7,6755696400568659292
0,, 我爱虞书欣,0,142,14,6755696629724458621
0,,来了来了，鹿哥在兰州的时候我在北京,0,144,16,6755696031528587543
0,,哈哈哈哈哈,0,141,3,6755696915280758846
0,,雷佳音和虞书欣又一起上综艺啦，我估计得笑死,0,141,11,6755698242315547237
0,,虞书欣哈哈哈哈哈,0,143,22,6755698464329502662
0,东龙,小超,0,140,0,6755699390213984850
0,,欣欣子我来了哈哈哈哈哈,0,144,8,6755699411680432755
0,,。,0,143,1,6755701044664612511
0,娜小妞。,虞书欣来咯,0,140,3,6755701157861199305
0,,鹿鹿子来了,0,140,3,6755703399721183078
0,,天 着期有虞书欣了吗 哇哦,0,140,4,6755705207062196261
0,,就喜欢不守时来看虞书欣了,0,141,1,6755707449681410788
0,,虞书欣来看你挖百合了，听说你有天分哈哈哈哈哈,0,143,8,6755707457257318584
0,,我会一直追邓超，陈赫，鹿晗，天霸动霸,0,140,6,6755708219772399962
0,,1,0,143,0,6755716576949282506
0,废材先生不废材, 晨艺也太可爱了哈哈哈哈哈,0,142,13,6755719841019570861
0,,哈哈哈哈哈哈哈哈哈哈,0,143,5,6755719998763150238
0,,来看虞书欣挖百合啦,6,144,7,6755715252186762492
0,,虞书欣来啦,0,141,17,6755708731616860448
0,,来看鹿哥,0,142,2,6755732424866862814
0,🍬,  欣欣 妈妈来啦～,0,143,5,6755743839312611445
0,,吃着外卖看这综艺，哈哈哈哈哈,0,141,4,6755748345990887720
0,,虞书欣我来啦,0,142,2,6755758894417640193
0,,现在只有这个综艺好看了,0,142,6,6755765327252097122
0,荏苒, 谁说我好帅？,0,141,1,6755782459855971521
0,, 欣欣,0,141,0,6755785765403731380
0,,?,0,144,0,6755791271135214941
0,, 我爱你乐昌的李佳,0,143,3,6755806137648954039
0,,每次听到我鹿的魔性笑声，我都要跟着一起笑半天哈哈哈,0,144,3,6755807554615577425
0,,山海情 好电影。不够看 来看综艺了,0,144,1,6755813789972067312
0,, 鹿晗哈哈哈哈,0,144,0,6755829953535867997
0,小山昱。,来了狼来了,0,142,1,6755837947741932658
0,鲍米花先森, 来兰州了？欢迎啊！可惜没人带你们吃最正宗的,0,142,1,6755843697972277374
0,,鹿 我来了,5,133,19,6755691561959831010
0,,鹿鹿子来了,4,131,20,6755691588002264577
0,,我家在兰州,0,133,7,6755694219437306780
0,"Cr1stiNe,💋",欣欣子,4,130,9,6755694495363790105
0,,看到虞书欣了,0,130,14,6755694753875506451
0,,就喜欢不守时来看虞书欣了,0,131,21,6755696790466972791
0,,哈哈哈哈,0,131,2,6755696583472511455
0,,雷佳音和虞书欣又一起上综艺啦，我估计得笑死,0,133,26,6755697094050649737
0,盛夏之岚,虞书欣好搞笑的,0,130,23,6755697395226577562
0,,虞书欣 妈妈来啦,0,133,2,6755697717747892555
