,用户名,弹幕,会员等级,发布时间,弹幕点赞数,弹幕id
0,,哈哈哈哈哈哈哈虞书欣要来了吗,0,130,3,6755705050602419352
0,, 张颜齐玩的开心啊,1,133,1,6755705168954071491
0,,第一,2,134,1,6755706032489999027
0,,来看欣子了,0,131,0,6755707258992575666
0,,虞书欣我来啦,0,131,4,6755707422209678938
0,,董子健！！！,4,132,21,6755707657787000853
0,, 哈哈哈哈哈哈哈哈哈哈哈哈,0,130,9,6755702486482752381
0,,我大兰州,0,133,4,6755713669234098110
0,快乐才幸福, 哈哈哈,0,133,1,6755715349683046305
0,成长, 来了来了,0,133,3,6755717321646964300
0,,这不是虞书欣嘛哈哈哈哈哈哈,1,132,21,6755719802637494900
0,,鹿鹿子,0,130,7,6755715109131322871
0,,下饭综艺,0,131,2,6755722134472029233
0,,宝贝我来啦,0,132,5,6755722749467100221
0,,现在只有这个综艺好看了,0,134,78,6755709605651138405
0,,欣欣挖百合啦,6,130,5,6755709508154541753
0,, 终于有大西北了,0,130,2,6755750381335622660
0,,下饭综艺来啦,1,134,12,6755751965709501628
0,,兰州兰州兰州兰州中山桥,0,134,11,6755756417736707105
0,,虞书欣哇偶,0,132,3,6755758062419772701
0,,有虞书欣吗这一期姐妹们,0,131,1,6755759257427616123
0,,来啦来啦,0,131,0,6755777901129831313
0,, 鹿鹿  ~~~~~~~~~~,0,134,2,6755782493643927577
0,,欣欣老公好帅,0,132,0,6755806413102492681
0,,来看虞书欣挖百合,5,132,1,6755808390677722040
0,, 兰州西固报道,0,134,2,6755816425984038859
0,GL,1,0,134,0,6755825575786909994
0,,虞书欣哈哈哈哈哈哈哈,0,134,0,6755830728686544488
0,,甘肃定西人在线观看,0,132,2,6755849350573919690
0,,没有成都？,0,132,1,6755888109525126256
0,.,我都慢了一步,4,128,11,6755690657433717475
0,,哈哈哈哈,3,129,12,6755692563942015798
0,小虞小虞,虞书欣 妈妈来啦,0,128,18,6755695904503135310
0,,来看欣子了,1,126,16,6755696488295710278
0,,这不是虞书欣嘛哈哈哈哈哈哈,0,126,16,6755698344354575087
0,TNT BOOM,来看虞书欣挖百合,1,127,16,6755698311870052570
0,,虞书欣哈哈哈哈哈哈哈,0,128,14,6755698375326371677
0,陈宇琼,欣欣老公好帅,5,125,22,6755703407862327160
0,,来了,0,129,0,6755703527419967922
0,Lucinda,我大兰州,0,127,11,6755703770006888339
0,知己→自己№,下饭的来了,0,129,9,6755706985183213325
0,, 哈哈哈哈哈,0,129,2,6755702383743315343
0,, 来我大兰州了啊,0,127,6,6755713650833686424
0,, 5哈 成功变成一档吃喝玩乐的综艺 不是打工人了,0,128,12,6755715499616831614
0,,[旅行团][笑哭23]哈哈哈哈哈,0,127,2,6755728892164033814
0,丹哥,哈哈哈哈哈虞傻大头来了，咋这么搞笑,0,125,15,6755730216389647124
0,🇨🇳, 张颜齐玩的开心啊,0,125,7,6755734496966323417
0,, 鹿鹿  ~~~~~~~~~~,0,129,3,6755736034996626786
0,,王晨艺这期是不是还很惨,0,127,5,6755744830837990716
0,Mi Manchi,齐齐我来啦,0,126,3,6755749948224378209
0,,董子健看上去感觉才18，好年轻的样子！,0,126,3,6755756840476714213
0,七友,我爱你,0,127,0,6755769936019386798
0,, 张颜齐大帅哥,0,128,2,6755805968782786904
0,, 书欣书欣~[加油],5,127,3,6755808367618803984
0,,雷子来了,4,127,1,6755811354302983864
0,安于欢喜,等着兰州诶,0,125,1,6755811449919174917
0,紫金王朝.,终于更新了,0,129,0,6755817319256587735
0,, 五哈很下饭[加油],0,129,2,6755818769445583107
0,蓝雨桐, 哈哈哈哈哈,4,126,0,6755820223997657278
0,,王晨艺好帅,0,125,3,6755807141401436418
0,, 兰州人民准时打卡，哈哈哈哈哈,0,125,2,6755832743671824633
0,  小公主 , 鹿鹿子~,0,128,0,6755835633727947452
0,,什么时候来广州,0,125,1,6755862012157767759
0,,鹿晗,0,129,0,6756072423767077422
0,,虞书欣啊啊啊啊啊啊,0,125,0,6756170920727086479
0,,哈哈党 : 我爱虞书欣,4,137,35,6755690690044431106
0,,啦啦啦啦,2,138,3,6755692021576564914
0,,张颜齐,3,136,10,6755692606177950359
0,聂,山海情 好电影。不够看 来看综艺了,0,136,21,6755693325518883448
0,,终于更新了,1,139,22,6755694064542666285
0,榨汁机,欣欣,0,136,0,6755696262482425911
0,H,我来了打卡打卡,0,137,5,6755696791603621713
0,,不准时，爱了,0,139,3,6755696713283390469
0,,董子健 我来啦啦啦啦啦啦啦,3,135,14,6755698616670124640
0,,欣欣我来了,0,137,10,6755698581681240629
0,,虞书欣,0,136,4,6755698579172684829
0,,鹿晗哥哥的魔性笑声哈哈哈哈,0,139,24,6755699581105195793
0,, 看到董子健就想到他初恋喜欢鹿晗[厉害],0,139,35,6755700688265871111
0,,虞书欣来看你挖百合了，听说你有天分哈哈哈哈哈,0,135,30,6755701004253504974
0,,哈哈哈哈哈哈哈哈哈哈,0,138,2,6755704921964138455
0,Arthur🍂,下饭菜终于来了。,2,137,2,6755705710106409456
0,, 张颜齐哈哈哈,0,137,2,6755706000726534769
0,陌,下饭的来了,0,137,0,6755720427763953987
0,,[厉害][厉害][厉害]，,4,138,0,6755721531109177316
0,,看到我家欣欣了,0,135,5,6755724718515976837
0,, 鹿晗哈哈哈哈,0,138,9,6755736853733157334
0,, 哈哈哈哈哈,0,137,0,6755737120667017192
0,,我大兰州啊，电视上看家,0,139,4,6755737340876096759
0,୯头发分叉儿୬,先提前发，我爱鹿宝宝,0,139,2,6755748810548511553
0,,一周的快乐源泉来了,0,136,7,6755754845598588708
0,是个黑王子,啦啦啦啦啦啦啦,0,135,2,6755762937190878394
0,giao., 我来啦,0,136,0,6755764255594134280
0,手揣兜兜—看情侣分手,[旅行团]来了,0,135,1,6755771975987613645
0,,鹿晗，来兰州啦,0,138,0,6755778955527261089
0,,吃饭看不怕噎到吗,0,136,1,6755782176853396306
0,天亮º说晚安, ..,0,136,0,6755782608677272104
0,,我终于到兰州了,0,135,3,6755784106451338478
0,,来看鹿鹿,0,135,0,6755787305605689855
0,,来了,0,138,0,6755791453881399423
0,fgko, 哈哈哈哈哈哈哈哈哈哈哈哈,0,135,2,6755797183725246381
0,,看陈赫的,0,138,0,6755798143570477173
0,,终于等到兰州了,0,138,0,6755807480040159189
0,., 腾讯的不准时 还是可以的,4,145,28,6755690726848396771
0,,北外校草,3,146,10,6755692416625781235
0,蓝色气球柠檬夏﹌　　　　,哈哈党 : 王晨艺王晨艺王晨艺,1,149,24,6755693295587311032
0,,终于更新了 来看虞书欣啦,0,145,13,6755694098339361536
0,,我爱你鹿晗,0,145,12,6755695022105096704
0,小鬼过来抱。,第一呀,0,145,1,6755697040132918725
0,,[打卡]虞书欣宝贝我来啦,0,146,13,6755698378073906462
0,,看🐟宝挖百合了哈哈哈哈哈,0,149,7,6755698291888371626
0,,虞书欣能不能不要,0,149,39,6755703522675848009
0,,虞书欣,2,147,10,6755705130517469568
0,,鹿晗,0,147,0,6755704577653675419
0,良辰十三💎,来了来了，站席,0,149,1,6755702889228259174
0,, 每期都看，太好看了,0,146,8,6755702264696392148
0,, 来看鹿哥,0,149,4,6755708244876316063
0,,鹿晗哥哥的魔性笑声哈哈哈哈,0,147,19,6755720179179780206
0,慢慢喜欢, 看到董子健就想到他初恋喜欢鹿晗[厉害],1,148,43,6755721465779692667
0,,欣欣子,0,145,1,6755722950130298950
0,,[厉害][厉害][厉害]，,0,146,0,6755723428209294305
0,,期待虞书欣就完事了,0,149,2,6755724902638536392
0,,来看齐齐了,6,168,20,6755691232446919773
0,,哈哈党 : 我在看,2,167,26,6755691361053680931
0,,哈哈党 : 预告点进来直接正片,1,165,21,6755691346948236559
0,,鹿哥又帅了,0,168,17,6755691577243874806
0,,来了,0,165,0,6755692505665649182
0,小夥.,打卡,1,166,1,6755692426107745623
0,,就喜欢你的不准时,0,168,2,6755692724033353396
0,,冲冲冲,0,166,7,6755693383945225964
0,1,边吃饭边看在Office,0,166,20,6755693419843583905
0,,哈哈党 : 竟然有虞书欣？有点期待了哈哈,1,169,59,6755693887194597703
0,,来哈哈哈哈哈了,0,169,7,6755694158649258824
0,,虞书欣我来了～,0,169,5,6755695946143823467
0,, 鹿晗这笑声、,0,169,18,6755696264119561396
0,,我的家乡兰州,0,168,6,6755696972133855779
0,A 我叫申小点儿, 来了,0,169,2,6755697520049365778
0,,哈哈党 : 王晨艺憨憨的,0,165,4,6755697555565737187
0,,十一小时,0,169,8,6755698132781660129
0,bluoo,虞书欣加油,0,167,14,6755698084530370192
0,jy,期待虞书欣！,0,169,2,6755699281703185485
0,,我来看鹿晗,0,165,9,6755700539642061630
0,,超哥，加油！,0,167,8,6755701774612897624
0,,下饭了。,0,169,0,6755701909974694757
0,,来了来了,0,166,1,6755702745640455585
0,,来看鹿晗啦,0,168,1,6755704873237902361
0,, 鹿晗这笑太魔性啦,0,167,14,6755704887183946590
0,,我就是看见在兰州拍我才去搜着看的节目，终于等到你,0,167,4,6755705389830350342
0,, 来来来   哈哈哈哈哈,0,168,3,6755705417592147382
0,, 鹿晗哥哥,0,165,3,6755708314592672882
0,,十一个小时,0,165,1,6755708444029252446
0,,欣欣欣欣欣欣欣欣欣欣,0,165,9,6755708870719993402
0,,晨艺我来啦！,0,165,0,6755713404577709614
0,,好早好早,0,168,1,6755715635461949814
0,,我是v几,0,166,2,6755717731183996481
0,,爱欣欣,0,166,0,6755719363769678200
0,,11个小时？！！！,0,168,1,6755721175662884261
0,,好早,0,166,0,6755723514611956843
0,,我还是很期待的,0,167,1,6755724349526276197
0,旧言虐心, 晨艺我来了,0,166,2,6755725533447911385
0,, 鹿晗吃兰州拉面没,0,167,2,6755736971270138497
0,,终于来兰州了,0,167,0,6755745111717646208
0,,哈哈党 : 47打卡,1,154,12,6755692169013687323
0,0云呢嗱,蹲点发弹幕,4,150,7,6755693160884062642
0,,第一谁与争锋,1,153,17,6755696848935258073
0,biubiubiu💥,这期有虞书欣吗,0,153,15,6755697184114939655
0,,哈哈党 :  最喜欢这种不守时,1,151,14,6755697876165735824
0,, 腾讯的不准时 还是可以的,1,150,4,6755697838286631036
0,阿翡,虞书欣妈妈爱你😘,0,154,5,6755711279026435678
0,,这个哈哈哈和奔跑哪个好看,0,151,17,6755712946921473998
0,,鹿鹿子来了,5,152,10,6755713058707370505
0,, 欣欣宝贝我来啦,0,153,5,6755713709513316874
0,,张颜齐,0,153,0,6755722356976980023
0,,为欣欣充会员啦啦啦,0,154,5,6755725030450560098
0,,姜格格你但得到么,0,151,2,6755726382045044914
0,海绵宝宝和他的大菠萝, 打卡,0,152,4,6755726696412324440
0,💓m捧一手星星h.,来看虞书欣挖百合啦,0,154,7,6755731669179149667
0,北故人,我爱你鹿晗,5,150,7,6755731034554430863
0,北故人,鹿晗,5,153,1,6755731044637883222
0,,[打工人22]路过,0,151,0,6755739283577049012
0,,虞书欣,0,151,4,6755743879834047682
0,,来看鹿哥,0,151,1,6755744305692999109
0,, 鹿晗哈哈哈哈哈,0,150,3,6755746026347838682
0,,嗯，这综艺很下饭,0,151,1,6755748423414556724
0,, 鹿鹿,3,153,2,6755749365991108691
0,,先提前发，我爱鹿宝宝,3,150,1,6755749357199847494
0,, 来看鹿哥,3,154,0,6755749579314416778
0,,啦啦啦啦,1,150,0,6755752000433092308
0,花花牛, lll,0,152,0,6755755307202751703
0,,怎么没人呢,0,154,0,6755756932315202535
0,棣, 来了,0,154,0,6755761317816239330
0,, 这女的怎么哪都有,0,152,15,6755767858904935512
0,Leon, 哈哈哈哈哈哈哈哈哈哈,0,151,0,6755770259388999627
0,, 哈哈哈哈哈哈,0,150,0,6755784019041336726
0,,我们兰州啊,0,153,2,6755784193064029458
0,Bonnie,谢宏祖,0,153,0,6755784435104417434
0,,看🐟宝挖百合了哈哈哈哈哈,5,154,0,6755808482227847614
0,,来看虞书欣啦,5,150,0,6755808464090970712
0,ベ☆小强呐,[打卡]兰州人先打个卡,0,152,2,6755823923024641674
0,,我带着印尼的雷来看谢洪祖啦,0,152,2,6755824253310277127
0,陌, 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0,152,2,6755829600070603454
0,一米小可爱,鹿晗，来兰州啦,0,152,1,6755855244777943800
0,,鹿鹿子,4,177,8,6755691334188168873
0,,鹿晗鹿晗,4,175,18,6755691466853642508
0,,鹿鹿我来啦,4,178,20,6755691502099700643
0,　,哈哈党 : 躲在预告里,6,179,16,6755691559371600241
0,,鹿晗鹿晗鹿晗鹿晗哥哥,0,179,14,6755692282922595491
0,,来了,4,176,1,6755692811166169957
0,,就喜欢你的不准时,0,178,6,6755692671161314047
0,你瞅啥啊、你瞅🌻,我的鹿鹿,0,175,3,6755693869796925569
0,京师律师, 晨艺这期是不是还碰到叶音师傅啦,0,179,8,6755693885634617486
0,,来看欣欣啦,0,176,22,6755694086008801826
0,,我来啦 虞书欣,0,175,11,6755695493905577013
0,, 竟然有虞书欣？有点期待了哈哈,0,176,26,6755695973034863384
0,,哈哈哈我来啦欣子,0,177,3,6755695981553502221
0,陶瓷汽水,开车去啊？！,0,176,10,6755696567443198923
0,,来看齐齐了,0,175,5,6755697011145060621
0,biubiubiu💥,来看虞书欣挖百合,0,179,4,6755697294072547872
0,,啥时候来山东,0,176,5,6755697511940423378
0,,晨艺 我来看你了,0,177,5,6755698048397452747
0,,张颜齐老婆来了,0,177,4,6755699002890026084
0,,来看鹿晗了,0,175,6,6755699537610263268
0,,这也太远了吧,0,179,1,6755699824488027331
0,🌫, 预告点进来直接正片,0,179,0,6755700513658047026
0,,这就是会员的力量吗,0,177,3,6755700630766157505
0,,虞书欣，我来了,0,178,5,6755701244384440896
0,, 滁州滁州滁州,0,176,5,6755701447025207346
0,L,期待虞书欣！,0,176,1,6755703062037774688
0,,来了来了，鹿晗,0,175,1,6755703405182131338
0,,期待张颜齐！,1,179,0,6755705431316175760
0,Mr.J,我的家乡兰州,0,177,4,6755705524386805733
0,,我的大兰州,0,177,0,6755706538905055662
0,清风-,这期最好看 期待！,0,175,2,6755707628744620960
0,至安,鹿哥,0,177,0,6755702156596547958
0,,下饭下饭,0,178,3,6755702040636359363
0,,大兰州,0,175,0,6755708896977295944
0,邵益瑜, 坐车11小时，累死啊,0,176,10,6755709177071958061
0,,来哈哈哈哈哈了,0,179,2,6755716970738545952
0,, 来了来了,0,178,3,6755719450688256854
0,,哈哈哈哈哈哈哈,0,178,3,6755722497812347918
0,雪  菘  彬,啷个有虞书欣😒😒😒😒😒😒😒😒,0,178,3,6755722888567303396
0,,虞你一起，书写欣意,0,178,2,6755725205932540474
0,明天见,鹿晗鹿晗我来了,3,164,30,6755692136994715786
0,,赚钱flag : 看看这该死的路途。,6,163,47,6755694518373741881
0,, 为啥不来成都,0,164,13,6755694418624446171
0,, 鹿晗这笑声、,0,164,7,6755695390101092462
0,,可以下一季还邀请王晨艺吗，他好好可爱,0,163,82,6755695933662939084
0,马婧Jing,虞书欣妈妈爱你👄,0,164,6,6755696115908640145
0,biubiubiu💥,期待虞书欣,1,162,28,6755697219417436992
0,小佳,我甘,0,164,0,6755698369802473302
0,,哈哈哈哈哈,5,161,6,6755699118661205237
0,抱住星星.,哇，这么远的吗？,0,162,29,6755699909556901174
0,今生的挚爱,来了来了，,2,160,9,6755701514943572123
0,, 哈哈哈哈哈哈,0,160,3,6755714876708473486
0,, 看到小鱼就想笑哈哈哈哈哈,0,162,5,6755719226151079823
0,废材先生不废材, 晨艺啊，长点心吧哈哈哈哈哈,0,161,9,6755719923555093002
0,, 终于来我兰州了,0,161,4,6755720006051856062
0,微泶℡,一千多公里,0,164,5,6755720468410595890
0,,兰州牛肉面,0,164,0,6755720676277465016
0,,鹿晗,0,161,0,6755720670177590127
0,,我家欣欣子,0,164,0,6755725088630710063
0,,我爱你鹿晗,0,162,8,6755725071324052641
0,,游遍大江南北,4,162,1,6755736570130792682
0,,还是哈哈哈哈好看,0,162,1,6755731177812241063
0,,欣欣,0,161,1,6755740910963105799
0,,为欣欣充会员啦啦啦,0,162,0,6755742113766865209
0,,来啦,0,160,2,6755745845262611961
0,,鹿晗爱你哦,3,160,3,6755749395394138721
0,,    大兰州欢迎您~,0,162,0,6755754330314782936
0,,这节目不火了吗,0,160,0,6755757041949806490
0,, 雷佳音！!!!!!!!,0,163,1,6755760683297028492
0,, 张颜齐,0,160,1,6755765277390476407
0,xyzt,山海情刚看完,0,161,0,6755771838971261124
0,, 鹿晗哈哈哈哈哈,0,160,4,6755772306657146351
0,,虞书欣妈妈爱你😘,0,160,0,6755775936269399426
0,,先来打个卡[刷卡],0,163,1,6755791167121028838
0,,雷佳音和虞书欣又一起上综艺啦，我估计得笑死,5,163,3,6755808517274399883
0,, 终于来我兰州了,0,163,1,6755814474318886045
0,, 有西固的嘛,0,163,2,6755855643774040874
0,,欣欣子我来了哈哈哈哈哈,0,161,0,6756141804686873487
0,Charon,11:50 第一次这么早,2,155,14,6755692577804456060
0,1,来啦,1,156,3,6755693322662562419
0,,第一第一,0,156,7,6755693818097934404
0,,好早,3,159,2,6755694618797604826
0,,哈哈党 : 兰州拍摄？？就在我家附近！我居然不知道啊啊啊！,3,158,61,6755696476435190607
0,,雷佳音和虞书欣又一起上综艺啦，我估计得笑死,0,155,37,6755705399418529298
0,🏠曉珺,周震南,0,155,6,6755707596712737819
0,,嘿嘿,0,155,1,6755703944997481401
0,, 张颜齐,0,155,0,6755712476076242978
0,顺其自然,兰州牛肉面,0,159,20,6755714422838599419
0,,哈哈党 : 雷佳音！!!!!!!!,3,157,16,6755714080590804923
0,,姜格格你看的到么  好喜欢你啊,0,158,10,6755726487538826448
0,,启程啦[旅行团],4,155,2,6755736301758555872
0,,先来打个卡[刷卡],4,157,3,6755736417756235184
0,,鹿晗爱你哦,0,155,2,6755732525483756106
0,,前段时间我听说了，不过没来得及去，太难了,0,156,11,6755737858309552992
0,星宇源（辰）,为什么没有孙漂亮在呢,0,156,6,6755745201434109762
0,, 鹿晗哈哈哈哈哈,3,157,0,6755749381593561313
0,,鹿晗哇~,0,159,6,6755754328389614301
0,,来看欣欣啦,6,156,0,6755756130896644809
0,,欣欣我来了,0,158,3,6755763660687648682
0,星洲泛泛.,[打卡][刷卡][旅行团]兰州打卡我是认真的啊,0,159,12,6755766636646005115
0,,鹿晗哥哥的魔性笑声哈哈哈哈,0,157,3,6755772296963751241
0,,期待虞书欣就完事了,0,159,7,6755775929688536438
0,,终于更新了 来看虞书欣啦,0,156,0,6755775920440113155
0,,兰州人路过，兰州打卡签到[打卡],0,158,6,6755786134594766469
0,己不正，何正人？,陈赫的电视剧获奖了，来恭喜一波,0,158,2,6755795500647557482
0,,⛳兰州人开此打卡,0,156,0,6755802573359749096
0,, 前排,0,157,1,6755809220990531910
0,, 欣欣宝贝我来啦,5,159,2,6755808502288497301
0,,兰州啊，第一次见晨艺的地方,0,159,3,6755818966191632782
0,沙漠神雕,虞书欣很做,0,159,0,6755830258462128127
0,, 兰州，舒服了！！！,0,158,0,6756040747898052092
0,,这一期的人我都好喜欢,0,157,0,6756101705638807629
0,, 鹿晗哈哈哈哈,0,155,0,6756561629422790516
0,.,一直都在看 稳稳的,4,173,18,6755690845749578666
0,,我来啦,4,174,11,6755692057211371741
0,,这里这里,0,174,5,6755692224237258125
0,,哈哈党 : 我来了,2,171,6,6755692661953459818
0,,鹿哥鹿哥,0,174,10,6755692928821603342
0,,第一鹿晗我来咯,0,174,5,6755693212834704729
0,℡↘ふ詠遠℡,我来了,0,173,8,6755695309625688075
0,,第一,0,173,0,6755695381816996762
0,,来了来了是第一吗？,4,171,11,6755695722517481132
0,,鹿哥又帅了,0,173,7,6755696277829729582
0,榨汁机,虞书欣我来了,1,170,22,6755696429302841143
0,,到重庆了都不来趟贵州，唉,4,172,19,6755696469585931700
0,,赚钱flag : 看看这该死的路途。,0,170,2,6755696454267338585
0,盛夏之岚,我偶遇过这期，虞书欣本人很好看,0,174,16,6755697727684198746
0,,来了来了,0,172,10,6755698847143625110
0,, hahahhaha,0,171,5,6755699914978818825
0,抱住星星.,鹿晗来啦,0,172,3,6755699984029986960
0,李祉莹, 来看大头,0,174,0,6755703491169593343
0,,哈哈党 : 必蹦跑吧兄弟好看,2,206,35,6755692805618117509
0,,哈哈党 : 我来看他们了,1,208,27,6755693735201409145
0,。,鹿哥 🦌🦌,1,205,16,6755694169571209769
0,,鹿哥冲冲冲,0,205,4,6755694524615825838
0,,鹿哥这期的智商绝了,3,207,6,6755694533430935399
0,,啥时候来山东啊,0,206,17,6755697230364553790
0,盛夏之岚,这个司机好像陈佩斯哈哈哈哈哈哈,4,209,54,6755698042487377364
0,,鹿晗,0,209,1,6755698219188516950
0,,来了来了来了来了,0,206,2,6755699289571660239
0,,居然有虞书欣 还没看感觉就已经哈哈哈哈哈了,0,206,14,6755700180226604127
0,,和虞书欣一起哈哈哈哈哈,0,209,5,6755700195059016023
0,,来了就把鹿晗打上去,0,209,2,6755700744285336824
0,,21公里预计一小时,0,207,10,6755704936773219466
0,,鹿5晗就爱拍别人,0,205,3,6755705469961516918
0,,鹿哥你拍了敢放出来吗,0,209,2,6755705487950886810
0,,旅行社又在搞事情,0,209,31,6755706504818657180
0,,21公里跑一个小时？,0,209,9,6755703783096351707
0,, 鹿哥你咋这么爱拍别人,0,208,12,6755703929339149579
0,, 送你一支兰州,0,208,4,6755702524760017756
0,,王晨艺真是大可爱,0,207,6,6755702262339146262
0,,哈哈哈哈哈车坏了,0,206,12,6755709036675658066
0,,鹿晗放出手机照片,0,205,10,6755709132927602282
0,,大兰州,0,205,2,6755710314340712426
0,,兰州兰州,0,208,0,6755711464608605509
0,阿翡,来看虞书欣挖百合,0,209,1,6755711513094724575
0,, 哈哈哈哈哈,0,207,1,6755714139282411382
0,, 虞书欣 我来了,0,208,0,6755715988773607770
0,,期待晨艺,0,208,0,6755718499018148722
0,关小y,祈祷,0,206,0,6755717739169911950
0,, 鹿晗小朋友手里究竟有多少人的睡颜呢,0,206,2,6755720662423639581
0,, 听说这期鹿哥智商爆表[厉害],0,208,2,6755714431708592914
0,, 哈哈哈哈哈哈,0,208,1,6755714337231878488
0,,真的很累啊，11个小时,0,205,1,6755712310524226275
0,,这么坐11个小时也太累了吧？,0,206,2,6755723695764305041
0,设计师-许升,我大兰州,0,207,0,6755732337565643416
0,,期待张颜齐！,0,205,0,6755741690201839785
0,,哈哈哈哈,0,205,0,6755750926226044691
0,,想看鹿鹿子的手机哈哈哈哈哈,0,207,1,6755789837429831119
0,, 鹿哥来拍我吧,0,207,0,6755794533323613242
0,娜娜,为啥不坐飞机？高铁🚄？,0,207,3,6755794861350383762
0,,第一,1,196,1,6755691567124030986
0,,哈哈党 : 甘肃人,1,198,22,6755691727832990564
0,,鹿哥冲冲冲,4,199,27,6755691760756912732
0,,兰州兰州,0,199,8,6755693564422237951
0,京师律师,哈哈党 : 晨艺这个大棉袄哈哈哈哈哈,3,195,30,6755693953632373120
0,, 皮皮鹿专注拍照十一年哈哈哈哈或或,0,195,13,6755694481715524869
0,,来看虞书欣挖百合,0,198,20,6755694314711917234
0,勾起唇角`没心没肺的微笑,兰州拉面，嘻,0,198,7,6755695548554520780
0,阳阳妈咪,这熟悉的街道,0,196,11,6755694781981192376
0,,居然有虞书欣 还没看感觉就已经哈哈哈哈哈了,4,197,33,6755696061660201948
0,,来了就把鹿晗打上去,0,196,20,6755696560093460924
0,Blossom.,就喜欢你的不准时,0,197,10,6755697154678354688
0,,看这期鹿晗王者智商,0,199,7,6755697987835596167
0,,来了期待虞书欣,0,197,2,6755698025550067279
0,, 听说这期鹿哥智商爆表[厉害],0,196,1,6755698236884285548
0,,  兰州拉面我来啦,0,196,8,6755698210263021373
0,, 鹿晗：报道报道,0,198,3,6755698797000031053
0,, 12吗,0,199,1,6755699251550341450
0,,鹿哥你拍了敢放出来吗,0,195,7,6755700449912321023
0,, 鹿哥你咋这么爱拍别人,0,195,1,6755700441319198646
0,, 鹿晗小朋友手里究竟有多少人的睡颜呢,0,199,19,6755700508616802324
0,Sue,真的很累啊，11个小时,0,199,5,6755700918450592454
0,往事如风, 来了,0,196,0,6755700995402528528
0,,鹿晗，你在干啥,0,199,0,6755701468847159530
0,,鹿5晗就爱拍别人,0,195,5,6755703851120576518
0,, 啊,0,197,0,6755704385117372321
0,, 鹿哥来拍我吧,0,198,1,6755708518433005944
0,,徐溫柔路過,0,197,3,6755712262155512441
0,,欢迎来兰州,0,196,7,6755713844669593124
0,,鹿晗放出手机照片,0,199,1,6755714564169867241
0,77,期待张颜齐！,0,196,1,6755719474750962214
0,,对鹿晗路转粉,0,198,4,6755735923070267628
0,,虞书欣,0,195,0,6755735972949293125
0,,甘肃省兰州市,0,195,11,6755732276852751519
0,我是xuxia,鹿晗调皮。,0,198,0,6755729989226142164
0,AFangor,赫赫的腰永远的痛,0,195,7,6755745589003582449
0,,开始了吗,0,198,0,6755762875576552568
0,籍籍无名, 兰州是甘肃的,0,197,5,6755764116943026762
0,,鹿哥俺来了,0,197,1,6755777971829067289
0,, 1,0,197,0,6755842999739461084
0,,哈哈党 : 来来来 第一第一,1,183,17,6755691422198209336
0,π,来了来了,3,183,4,6755691478065379118
0,丽,鹿哥鹿哥来看你啦,1,182,15,6755692884055491719
0,"慢着,别慌",哈哈哈哈,4,184,16,6755693231363782964
0,,哈哈党 : 打卡哈哈,1,181,15,6755693623641576777
0,,我来了,0,184,4,6755695092327491221
0,,居然有虞书欣,0,182,9,6755695196031657735
0,家给我的快乐\🧸,第一鹿晗我来咯,3,180,19,6755695030309517251
0,,第一打卡,0,181,4,6755695824622615511
0,,来看齐齐了,0,183,15,6755697245909667544
0,,来了，鹿哥,0,183,2,6755699582300525421
0,抱住星星.,鹿晗,2,184,0,6755700114204064782
0,, 准备吃饭啦,0,183,0,6755700514560123673
0,,下饭下饭,1,182,6,6755701218557281251
0,,期待张颜齐！,0,181,4,6755703070220553164
0,,鹿鹿子,0,184,4,6755704693973349048
0,,下一季一定要原版人马，谢谢节目组,0,181,12,6755706005164072872
0,, 拉面,0,180,2,6755706814948638548
0,, 兰州兰州！！！！,0,184,3,6755707459144762943
0,,对鹿晗路转粉,0,180,3,6755708019214058855
0,,鹿哥俺来了,0,181,5,6755708614196002414
0,阿翡,我来啦 虞书欣,0,180,1,6755711390042268852
0,1874、, 真实的旅程,0,183,3,6755716668149923893
0,,哈哈哈我来啦欣子,0,182,3,6755719430064864057
0,,我的家乡兰州,0,184,5,6755720767109320482
0,,鹿哥又帅了,0,180,1,6755712205456910860
0,,小齐我来啦,4,183,2,6755724849034312076
0,,真 怼脸拍,0,181,0,6755727990787088045
0,, 鹿晗这笑声、,0,181,4,6755735345843082876
0,,都累了,4,183,1,6755736621606796228
0,,开心😲,0,180,1,6755731921406799930
0,Fairy,期待虞书欣！,0,181,6,6755740683764693576
0,人间香奈儿,我的鹿鹿,0,180,2,6755745554303743113
0,,我偶遇过这期，虞书欣本人很好看,0,182,7,6755753666936291837
0,,第二,0,180,1,6755757143225735976
0,,虞书欣，我来了,0,184,2,6755770055981731709
0,袁双萍,鹿鹿子鹿晗你太皮了,0,182,7,6755787977315087769
0,,好家伙，张颜齐这脸也太优越了吧,0,182,9,6755797756624272210
0,隆元丹,坐汽车好辛苦,0,184,1,6755813944218599429
0,ベ☆小强呐, 鹿鹿子不分享一下的吗？,0,182,1,6755824114440800245
0,Re.,哈哈党 : 鹿哥鹿哥    可不可以要一张你的签名照啊,3,192,42,6755690709929938763
0,,哈哈党 :  哈哈哈哈哈,0,191,24,6755691558180417904
0,, 鹿哥鹿哥    可不可以要一张你的签名照啊,4,194,34,6755691719179122338
0,, 完美啊,0,192,1,6755692749862222631
